["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(25, 3)
1.9361596245833331e+14 2.1216148734532386e-01 7.7102804100355042e+00
1.9413643547569444e+14 2.0821798797309005e-01 8.1459229120388201e+00
1.9465690849305556e+14 2.0277083593190451e-01 8.5815585845937559e+00
1.9517738151041666e+14 1.9891796474872195e-01 9.0156381973094764e+00
1.9569785452777778e+14 1.9391272990323002e-01 9.4535808899912013e+00
1.9621832754513888e+14 1.8987202344842807e-01 9.8868352117611025e+00
1.9673880056250000e+14 1.8549315833487801e-01 1.0325658622044134e+01
1.9725927357986109e+14 1.8120699678037475e-01 1.0759694954650966e+01
1.9777974659722222e+14 1.7737480415871842e-01 1.1197554631682230e+01
1.9830021961458331e+14 1.7303283663342928e-01 1.1633859017830783e+01
1.9882069263194444e+14 1.6945838242373804e-01 1.2069580412217453e+01
1.9934116564930553e+14 1.6537603457691147e-01 1.2508547551961490e+01
1.9986163866666666e+14 1.6173877038524528e-01 1.2942378608006821e+01
("port 4","mode 1",1,"port 1",1,"transmission")
(25, 3)
1.8737028625000000e+14 2.7500680977801201e-01 -6.2284277581288894e-01
1.8789075926736112e+14 2.6988830170142802e-01 -1.9505750130375421e-01
1.8841123228472222e+14 2.6400930012572882e-01 2.3901554245751863e-01
1.8893170530208334e+14 2.5848013667176778e-01 6.6793312304618468e-01
1.8945217831944444e+14 2.5320339410006898e-01 1.1019002472400112e+00
1.8997265133680556e+14 2.4749335600309930e-01 1.5332261082128713e+00
1.9049312435416666e+14 2.4251704113846873e-01 1.9659939718737671e+00
1.9101359737152778e+14 2.3701608739477967e-01 2.4001381105864996e+00
1.9153407038888888e+14 2.3197295674383828e-01 2.8317440344437390e+00
1.9205454340625000e+14 2.2700424965402952e-01 3.2679247308230472e+00
1.9257501642361109e+14 2.2169177082883226e-01 3.6995095253062322e+00
1.9309548944097222e+14 2.1733399338365994e-01 4.1361823333462375e+00
1.9361596245833331e+14 2.1181731666126330e-01 4.5692687180183658e+00
1.9413643547569444e+14 2.0789011786853101e-01 5.0049179311220451e+00
1.9465690849305556e+14 2.0246958782623603e-01 5.4405543175256454e+00
1.9517738151041666e+14 1.9862815198845502e-01 5.8746277903663628e+00
1.9569785452777778e+14 1.9364773756347642e-01 6.3125523538451418e+00
1.9621832754513888e+14 1.8961769759517302e-01 6.7457926107192403e+00
1.9673880056250000e+14 1.8526123585301665e-01 7.1845823432656983e+00
1.9725927357986109e+14 1.8098585126332267e-01 7.6185998523650085e+00
1.9777974659722222e+14 1.7717230723856589e-01 8.0564125810643468e+00
1.9830021961458331e+14 1.7284155758621436e-01 8.4926860576253738e+00
1.9882069263194444e+14 1.6928217137996535e-01 8.9283567320747252e+00
1.9934116564930553e+14 1.6520949150957689e-01 9.3672770084863242e+00
1.9986163866666666e+14 1.6158344210034645e-01 9.8010583186628661e+00
("port 4","mode 1",1,"port 2",1,"transmission")
(25, 3)
1.8737028625000000e+14 5.6376369865899167e-04 1.2408624748460821e+00
1.8789075926736112e+14 2.9614423121331550e-04 1.4784653826589942e+00
1.8841123228472222e+14 8.8691700808478274e-05 2.8124228477201152e-01
1.8893170530208334e+14 3.3621759485361654e-04 -4.3501554305969786e-01
1.8945217831944444e+14 6.2767408883839372e-04 -1.1072389226831919e-01
1.8997265133680556e+14 8.4159657023124234e-04 2.8405494624836874e-01
1.9049312435416666e+14 1.0029284059317660e-03 7.2064839906912959e-01
1.9101359737152778e+14 1.0609257623164037e-03 1.1963368269676262e+00
1.9153407038888888e+14 1.0585158376364031e-03 1.6864316544769706e+00
1.9205454340625000e+14 9.9804168474604683e-04 2.2348612252922315e+00
1.9257501642361109e+14 9.0614258527750937e-04 2.8028774436134491e+00
1.9309548944097222e+14 8.3954307670269389e-04 3.4279567290205319e+00
1.9361596245833331e+14 7.7995801661310854e-04 4.0646634491156375e+00
1.9413643547569444e+14 7.7570271036794033e-04 4.6686002526166046e+00
1.9465690849305556e+14 7.7539101815988771e-04 5.2405467541701389e+00
1.9517738151041666e+14 7.7788094326710190e-04 5.7188751842083949e+00
1.9569785452777778e+14 7.7442724019014149e-04 6.1617877774969951e+00
1.9621832754513888e+14 7.4089582253868147e-04 6.5315595120807561e+00
1.9673880056250000e+14 7.1384413733980581e-04 6.8691122458122109e+00
1.9725927357986109e+14 6.6024542606612612e-04 7.1718883420077821e+00
1.9777974659722222e+14 6.2547801419131691e-04 7.4551944011261861e+00
1.9830021961458331e+14 5.6917520357245989e-04 7.7652923479023777e+00
1.9882069263194444e+14 5.1912595976020561e-04 8.0920527690254609e+00
1.9934116564930553e+14 4.4294952441002001e-04 8.5387080882691109e+00
1.9986163866666666e+14 3.5860456336789373e-04 9.0946043219327137e+00
("port 4","mode 1",1,"port 4",1,"transmission")
(25, 3)
1.8737028625000000e+14 1.8688278951402449e-03 2.9599002228549955e+00
1.8789075926736112e+14 2.8814851971492085e-03 2.5215025863282450e+00
1.8841123228472222e+14 3.8529336248848511e-03 2.3281663211484092e+00
1.8893170530208334e+14 5.8419488282783951e-03 2.5813378063912915e+00
1.8945217831944444e+14 6.5139610018125453e-03 2.8507990862445678e+00
1.8997265133680556e+14 7.6514891862954687e-03 3.2415131109129725e+00
1.9049312435416666e+14 7.1292174442907129e-03 3.7017727578047195e+00
1.9101359737152778e+14 7.0497049226728517e-03 4.1510613020157070e+00
1.9153407038888888e+14 6.1486888473538028e-03 4.7733012234466212e+00
1.9205454340625000e+14 5.3646713631001156e-03 5.2769494453741972e+00
1.9257501642361109e+14 5.0837785917612335e-03 5.9382294892612046e+00
1.9309548944097222e+14 4.0731250852326468e-03 6.4606843489153247e+00
1.9361596245833331e+14 3.9245159205198634e-03 6.9179655106535769e+00
1.9413643547569444e+14 2.7941907553042621e-03 7.3984200186765658e+00
1.9465690849305556e+14 2.2974319614302132e-03 7.5388670806764626e+00
1.9517738151041666e+14 1.3581650194077102e-03 7.9608163829527587e+00
1.9569785452777778e+14 9.5510167274702983e-04 7.5925904374531834e+00
1.9621832754513888e+14 2.7443401175491220e-04 8.4168877323473410e+00
1.9673880056250000e+14 4.2966747974366212e-04 5.8993947120338772e+00
1.9725927357986109e+14 1.0986836987291247e-03 4.9991123977075551e+00
1.9777974659722222e+14 2.0536290523341344e-03 5.4723810672671993e+00
1.9830021961458331e+14 2.8828452501761508e-03 5.4967106034998068e+00
1.9882069263194444e+14 3.8685704136593815e-03 5.8509345519432987e+00
1.9934116564930553e+14 4.1065746219894304e-03 5.9847642151879485e+00
1.9986163866666666e+14 4.5425769491284317e-03 6.2532922204677819e+00
("port 4","mode 1",1,"port 3",1,"transmission")
(25, 3)
1.8737028625000000e+14 9.3621776438172832e-01 -7.2084159675674919e-01
1.8789075926736112e+14 9.4060650086076225e-01 -2.2659699563372196e-01
1.8841123228472222e+14 9.4293970740796806e-01 2.6716349198524098e-01
1.8893170530208334e+14 9.4770443505670399e-01 7.6261900613838141e-01
1.8945217831944444e+14 9.4878978967917493e-01 1.2577696359593280e+00
1.8997265133680556e+14 9.5362840241651681e-01 1.7536270510892580e+00
1.9049312435416666e+14 9.5414177874296335e-01 2.2505488675324052e+00
1.9101359737152778e+14 9.5837062669173423e-01 2.7466024323625020e+00
1.9153407038888888e+14 9.5906493204789156e-01 3.2449904680388184e+00
1.9205454340625000e+14 9.6218888380035861e-01 3.7416760742386317e+00
1.9257501642361109e+14 9.6335354131907591e-01 4.2407456767798717e+00
1.9309548944097222e+14 9.6547312206941371e-01 4.7387024937895834e+00
1.9361596245833331e+14 9.6677519506248133e-01 5.2377531471577123e+00
1.9413643547569444e+14 9.6851889172245464e-01 5.7372636968407109e+00
1.9465690849305556e+14 9.6931360990233928e-01 6.2361615577118119e+00
1.9517738151041666e+14 9.7134477712275902e-01 6.7368792265025244e+00
1.9569785452777778e+14 9.7122098603086782e-01 7.2360658408941445e+00
1.9621832754513888e+14 9.7374482027786335e-01 7.7372469627421516e+00
1.9673880056250000e+14 9.7286232046546328e-01 8.2373120311409505e+00
1.9725927357986109e+14 9.7549984590844840e-01 8.7383480837836718e+00
1.9777974659722222e+14 9.7446778688080993e-01 9.2395038555134317e+00
1.9830021961458331e+14 9.7659073287126663e-01 9.7403371079980765e+00
1.9882069263194444e+14 9.7599064866263596e-01 1.0242209549332701e+01
1.9934116564930553e+14 9.7724630411309221e-01 1.0743301217703495e+01
1.9986163866666666e+14 9.7720051602864022e-01 1.1245198588471487e+01
("port 3","mode 1",1,"port 1",1,"transmission")
(25, 3)
1.8737028625000000e+14 5.7204908179645019e-04 -1.9067785443025678e+00
1.8789075926736112e+14 3.0408364599951356e-04 -1.6627794529458715e+00
1.8841123228472222e+14 8.5843396883454010e-05 -2.7571230501615762e+00
1.8893170530208334e+14 3.2648467761097947e-04 -3.5771015357668507e+00
1.8945217831944444e+14 6.1613193543788016e-04 -3.2535580834808231e+00
1.8997265133680556e+14 8.3012740979686414e-04 -2.8588959683455037e+00
1.9049312435416666e+14 9.9082544138766044e-04 -2.4198511839915540e+00
1.9101359737152778e+14 1.0494095033337413e-03 -1.9434299329441533e+00
1.9153407038888888e+14 1.0485046385174004e-03 -1.4505765087912088e+00
1.9205454340625000e+14 9.8946888862863082e-04 -9.0059818740586572e-01
1.9257501642361109e+14 9.0094060975614448e-04 -3.3037617188150215e-01
1.9309548944097222e+14 8.3671749241639179e-04 2.9610595808022772e-01
1.9361596245833331e+14 7.8014991079524332e-04 9.3210073514144842e-01
1.9413643547569444e+14 7.7762533464113793e-04 1.5355382531726518e+00
1.9465690849305556e+14 7.7767061077995271e-04 2.1052951031791918e+00
1.9517738151041666e+14 7.8111202296695704e-04 2.5832654109430964e+00
1.9569785452777778e+14 7.7678377785585933e-04 3.0261813291337312e+00
1.9621832754513888e+14 7.4400038421995509e-04 3.3963421013306698e+00
1.9673880056250000e+14 7.1621886238145143e-04 3.7360044670659183e+00
1.9725927357986109e+14 6.6319386966030825e-04 4.0399098902695805e+00
1.9777974659722222e+14 6.2813319609358995e-04 4.3269025136307082e+00
1.9830021961458331e+14 5.7244675083656404e-04 4.6387887026588954e+00
1.9882069263194444e+14 5.2323885789463042e-04 4.9705601120078429e+00
1.9934116564930553e+14 4.4885827046817157e-04 5.4192929483841219e+00
1.9986163866666666e+14 3.6842121766514439e-04 5.9773594717687519e+00
