["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 2","mode 1",1,"port 2",1,"transmission")
(27, 3)
1.9361596245833331e+14 1.3836628547851946e-03 1.6831258096504214e+00
1.9363532405457916e+14 1.3881723353539005e-03 1.7005499325312750e+00
1.9413643547569444e+14 1.5119603782863460e-03 2.1433211412096287e+00
1.9465690849305556e+14 1.6080608960332941e-03 2.6014420146128501e+00
1.9517738151041666e+14 1.6606677414091682e-03 3.0357649916859444e+00
1.9569785452777778e+14 1.6802061741030166e-03 3.4702180529096855e+00
1.9621832754513888e+14 1.6398521182905484e-03 3.8977979639156932e+00
1.9673880056250000e+14 1.5751110537426268e-03 4.3261586981219544e+00
1.9725927357986109e+14 1.4654369321943446e-03 4.7683352711673166e+00
1.9777974659722222e+14 1.3488514840023376e-03 5.2145084509282515e+00
1.9830021961458331e+14 1.2334280014954472e-03 5.6971973456693297e+00
1.9882069263194444e+14 1.1386374512099779e-03 6.1923157629708392e+00
1.9934116564930553e+14 1.1066407392873712e-03 6.7255209719554463e+00
1.9986163866666666e+14 1.1207882357468025e-03 7.2589661995113071e+00
("port 1","mode 1",1,"port 4",1,"transmission")
(27, 3)
1.8737028625000000e+14 3.8807544110955594e-01 -6.3972118957519009e-01
1.8789075926736112e+14 3.8221784307107748e-01 -2.1187858440748555e-01
1.8841123228472222e+14 3.7522091459470835e-01 2.2162743100156759e-01
1.8893170530208334e+14 3.6876101800688715e-01 6.5057240621377543e-01
1.8945217831944444e+14 3.6241310590278769e-01 1.0840779540027987e+00
1.8997265133680556e+14 3.5563418501714372e-01 1.5152032506014070e+00
1.9049312435416666e+14 3.4957576572640903e-01 1.9477672755457163e+00
1.9101359737152778e+14 3.4296200169068336e-01 2.3814145625006340e+00
1.9153407038888888e+14 3.3674862326247984e-01 2.8130688549215588e+00
1.9205454340625000e+14 3.3070870996071328e-01 3.2485685918833704e+00
1.9257501642361109e+14 3.2409005846808181e-01 3.6802757591215873e+00
1.9309548944097222e+14 3.1873827909959751e-01 4.1162861248536586e+00
1.9359660086208747e+14 3.1201507434550890e-01 4.5333569626324017e+00
1.9361596245833331e+14 3.1180656999056844e-01 4.5493454863548406e+00
1.9363532405457916e+14 3.1160403053364955e-01 4.5653395986175775e+00
1.9413643547569444e+14 3.0692102286418826e-01 4.9846047660506798e+00
1.9465690849305556e+14 3.0004764130638317e-01 5.4198375995553727e+00
1.9517738151041666e+14 2.9522299879420427e-01 5.8538813677158590e+00
1.9569785452777778e+14 2.8883625135187779e-01 6.2910804882748943e+00
1.9621832754513888e+14 2.8373430057440441e-01 6.7245141488599156e+00
1.9673880056250000e+14 2.7807065881678733e-01 7.1624923389577226e+00
1.9725927357986109e+14 2.7262335255828452e-01 7.5966317940410146e+00
1.9777974659722222e+14 2.6759645351605055e-01 8.0338812315886461e+00
1.9830021961458331e+14 2.6203863263997929e-01 8.4699342832500086e+00
1.9882069263194444e+14 2.5730353836595737e-01 8.9055065371317834e+00
1.9934116564930553e+14 2.5202563910008530e-01 9.3437871523952261e+00
1.9986163866666666e+14 2.4719343764136736e-01 9.7778769896284992e+00
("port 1","mode 1",1,"port 1",1,"transmission")
(27, 3)
1.8737028625000000e+14 3.8364347528880207e-03 3.0757047665306314e+00
1.8789075926736112e+14 3.9393581177804794e-03 3.0851113410574666e+00
1.8841123228472222e+14 2.9832312025094986e-03 3.0716627429036594e+00
1.8893170530208334e+14 3.2531100682910100e-03 3.0541431516869992e+00
1.8945217831944444e+14 2.5519520193755048e-03 3.0456071321070812e+00
1.8997265133680556e+14 2.9087711002401934e-03 3.1277022545951030e+00
1.9049312435416666e+14 2.1229892904397443e-03 3.2606625493652333e+00
1.9101359737152778e+14 2.2289558112143937e-03 3.4239296356635078e+00
1.9153407038888888e+14 1.2434715395760593e-03 3.7905549269037984e+00
1.9205454340625000e+14 1.1195374574768310e-03 3.9082609835828355e+00
1.9257501642361109e+14 5.3375407702104254e-04 5.1861660793215743e+00
1.9309548944097222e+14 3.0581336193600135e-04 5.3158194367336451e+00
1.9359660086208747e+14 8.4265337019862963e-04 6.4167879328113688e+00
1.9361596245833331e+14 8.4770263100179453e-04 6.4586620224992766e+00
1.9363532405457916e+14 8.5079586837800189e-04 6.4996043153017276e+00
1.9413643547569444e+14 5.2919751151754785e-04 6.6370700189802490e+00
1.9465690849305556e+14 1.1389873826993270e-03 6.6346479893840353e+00
1.9517738151041666e+14 8.5487615838514448e-04 6.6360598967338600e+00
1.9569785452777778e+14 1.5044517936364766e-03 6.6586768227632183e+00
1.9621832754513888e+14 1.1872988527838859e-03 6.7248515810674236e+00
1.9673880056250000e+14 1.6539985000874221e-03 6.7703220765509107e+00
1.9725927357986109e+14 1.0948918974079389e-03 6.7829243391682077e+00
1.9777974659722222e+14 1.3808090365192295e-03 6.6476469708027732e+00
1.9830021961458331e+14 1.0020766438171638e-03 6.1923465704439460e+00
1.9882069263194444e+14 1.6941647607641359e-03 6.1457014380092865e+00
1.9934116564930553e+14 1.9134518346276713e-03 5.9092737158412847e+00
1.9986163866666666e+14 2.6863225251972638e-03 6.1032147159447874e+00
