["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(27, 3)
1.9465690849305556e+14 1.1455933191695683e-03 5.6857339401185554e+00
1.9517738151041666e+14 1.1046171606635209e-03 6.1013355856721736e+00
1.9569785452777778e+14 1.0425715243376600e-03 6.4898666666633709e+00
1.9621832754513888e+14 9.3972629883072947e-04 6.8297154523714525e+00
1.9673880056250000e+14 8.5121911260001607e-04 7.1304074637887673e+00
1.9725927357986109e+14 7.5411829858403100e-04 7.4051873078055870e+00
1.9777974659722222e+14 6.9696912243717962e-04 7.6583977099323599e+00
1.9830021961458331e+14 6.4598978993385132e-04 7.9623869797811153e+00
1.9882069263194444e+14 6.1905952868915738e-04 8.3113182425764105e+00
1.9934116564930553e+14 5.9720917500704436e-04 8.8007310683569280e+00
1.9986163866666666e+14 5.9513261631819749e-04 9.3774432780195411e+00
("port 3","mode 1",1,"port 1",1,"transmission")
(27, 3)
1.8737028625000000e+14 1.6268699258918376e-03 -2.6360031914247313e+00
1.8789075926736112e+14 1.3399073404769459e-03 -2.2928046990837934e+00
1.8841123228472222e+14 1.0224221501668141e-03 -2.0154925960832166e+00
1.8893170530208334e+14 7.2055046455321808e-04 -1.8382773148536256e+00
1.8945217831944444e+14 5.5788569349553578e-04 -1.8925178825326336e+00
1.8997265133680556e+14 5.6483415900249884e-04 -1.9133086478971697e+00
1.9049312435416666e+14 6.6633169265848454e-04 -1.7315345018755746e+00
1.9101359737152778e+14 7.5170469398019282e-04 -1.3160785757447770e+00
1.9153407038888888e+14 8.0536573320259244e-04 -8.1459368354632189e-01
1.9205454340625000e+14 8.5874223377486298e-04 -2.1563407144260938e-01
1.9257501642361109e+14 8.9684536316899939e-04 3.9824312400856304e-01
1.9309548944097222e+14 9.7218161551096828e-04 9.9946787421274719e-01
1.9359660086208747e+14 1.0250446650137187e-03 1.5564929472688940e+00
1.9361596245833331e+14 1.0265867071748986e-03 1.5765196157704093e+00
1.9363532405457916e+14 1.0281319000135943e-03 1.5964294419573597e+00
1.9413643547569444e+14 1.0731248328320229e-03 2.0868124382697637e+00
1.9465690849305556e+14 1.0849450890718960e-03 2.5730836103546810e+00
1.9517738151041666e+14 1.0479828364699053e-03 2.9987132572173398e+00
1.9569785452777778e+14 9.9156713550134805e-04 3.3964540813734994e+00
1.9621832754513888e+14 8.9187332878876862e-04 3.7479836410906762e+00
1.9673880056250000e+14 8.0609438855048718e-04 4.0583862308147829e+00
1.9725927357986109e+14 7.1083219906831088e-04 4.3476268352157899e+00
1.9777974659722222e+14 6.5502276440238916e-04 4.6103619566132146e+00
1.9830021961458331e+14 6.1055826928847474e-04 4.9304978890673086e+00
1.9882069263194444e+14 5.9434111366282153e-04 5.2919679779988762e+00
1.9934116564930553e+14 5.9755363322390258e-04 5.7922388810464307e+00
1.9986163866666666e+14 6.2682333088563843e-04 6.3573373412971659e+00
("port 3","mode 1",1,"port 2",1,"transmission")
(27, 3)
1.8737028625000000e+14 3.9606486940513413e-01 2.4909783136650399e+00
1.8789075926736112e+14 3.9016193358069062e-01 2.9190549194720754e+00
1.8841123228472222e+14 3.8312641878750159e-01 3.3523409784141651e+00
1.8893170530208334e+14 3.7660933760290799e-01 3.7815048590266467e+00
1.8945217831944444e+14 3.7023390408364160e-01 4.2148164274804927e+00
1.8997265133680556e+14 3.6338714578811804e-01 4.6461413415593444e+00
1.9049312435416666e+14 3.5730431331695595e-01 5.0785410376211848e+00
1.9101359737152778e+14 3.5061805899068327e-01 5.5123558747823438e+00
1.9153407038888888e+14 3.4437770042640264e-01 5.9438774198402369e+00
1.9205454340625000e+14 3.3826194641004192e-01 6.3795102446102607e+00
1.9257501642361109e+14 3.3161552489995810e-01 6.8110934714262061e+00
1.9309548944097222e+14 3.2618677415370739e-01 7.2472439888897240e+00
1.9359660086208747e+14 3.1942269855267491e-01 7.6641635738152782e+00
1.9361596245833331e+14 3.1921513120678047e-01 7.6801584837600902e+00
1.9363532405457916e+14 3.1901339686737790e-01 7.6961599481039906e+00
1.9413643547569444e+14 3.1425740077993658e-01 8.1155471391185348e+00
1.9465690849305556e+14 3.0734333727930901e-01 8.5506292827668720e+00
1.9517738151041666e+14 3.0244014766966221e-01 8.9848123984569526e+00
1.9569785452777778e+14 2.9601426592491231e-01 9.4218418148634928e+00
1.9621832754513888e+14 2.9082616191601918e-01 9.8554146568323944e+00
1.9673880056250000e+14 2.8512791120708586e-01 1.0293220386294953e+01
1.9725927357986109e+14 2.7958622328367011e-01 1.0727484655506645e+01
1.9777974659722222e+14 2.7452585040296817e-01 1.1164579225499178e+01
1.9830021961458331e+14 2.6886791896738133e-01 1.1600716433105672e+01
1.9882069263194444e+14 2.6409685602406086e-01 1.2036164179538284e+01
1.9934116564930553e+14 2.5871802128582594e-01 1.2474476734142927e+01
1.9986163866666666e+14 2.5384417734155973e-01 1.2908472366708654e+01
("port 3","mode 1",1,"port 3",1,"transmission")
(27, 3)
1.8737028625000000e+14 7.1778691034145008e-03 -2.5539382837492455e+00
1.8789075926736112e+14 5.8343871051501142e-03 -2.3679741702948633e+00
1.8841123228472222e+14 3.5440169155932558e-03 -2.0664803767652900e+00
1.8893170530208334e+14 2.1580628307710592e-03 -2.2962837390157809e+00
1.8945217831944444e+14 1.2141168768986792e-03 -2.6634338729360429e+00
1.8997265133680556e+14 2.1780633316920784e-03 -2.9482716152754325e+00
1.9049312435416666e+14 1.9026011659317406e-03 -2.6220923586763716e+00
1.9101359737152778e+14 2.1402483263414976e-03 -2.3374477683066566e+00
1.9153407038888888e+14 1.4489785329031863e-03 -1.4950271318074233e+00
1.9205454340625000e+14 9.2283840391658436e-04 -1.1345051641502921e+00
1.9257501642361109e+14 9.9081590467736593e-04 7.1899366337794937e-02
1.9309548944097222e+14 3.3821420037404780e-04 1.3629022220163260e+00
1.9359660086208747e+14 2.2319268682495063e-04 5.5367774822036220e-01
1.9361596245833331e+14 2.1748756968351546e-04 6.0940876188115922e-01
1.9363532405457916e+14 2.0968079959614977e-04 6.7022603584032148e-01
1.9413643547569444e+14 6.8347556671979166e-04 -1.7478341061959191e+00
1.9465690849305556e+14 1.4871268457235696e-03 -7.1561349274928565e-01
1.9517738151041666e+14 1.8785228385533278e-03 -5.3162745431067115e-01
1.9569785452777778e+14 2.6408969111090695e-03 -3.2617697640521193e-02
1.9621832754513888e+14 2.1759684608492155e-03 2.2859430800624128e-01
1.9673880056250000e+14 2.2108400864473366e-03 4.5500452153928983e-01
1.9725927357986109e+14 1.0943064020586932e-03 3.7526907272512938e-01
1.9777974659722222e+14 1.3887249005382182e-03 -1.5141638267982138e-01
1.9830021961458331e+14 1.9883466203539672e-03 -6.5577803018409719e-01
1.9882069263194444e+14 3.2741164899107761e-03 -3.9879521086843822e-01
1.9934116564930553e+14 3.8441240330780021e-03 -3.0119670686806538e-01
1.9986163866666666e+14 4.6227675591924240e-03 -8.9998618656198428e-03
("port 3","mode 1",1,"port 4",1,"transmission")
(27, 3)
1.8737028625000000e+14 8.9083406870647863e-01 -7.2428291145030688e-01
1.8789075926736112e+14 8.9674827081339359e-01 -2.2929091437045432e-01
1.8841123228472222e+14 9.0050957835334688e-01 2.6539863298386024e-01
1.8893170530208334e+14 9.0658425632189044e-01 7.6148029278542140e-01
1.8945217831944444e+14 9.0915985659124676e-01 1.2574801371847515e+00
1.8997265133680556e+14 9.1511231800804993e-01 1.7539583272419015e+00
1.9049312435416666e+14 9.1709508525499195e-01 2.2515575424985306e+00
1.9101359737152778e+14 9.2235754862083852e-01 2.7482843826375101e+00
1.9153407038888888e+14 9.2438025975642590e-01 3.2471693280202634e+00
1.9205454340625000e+14 9.2857305237156451e-01 3.7445452393661571e+00
1.9257501642361109e+14 9.3085895272282027e-01 4.2440101179694976e+00
1.9309548944097222e+14 9.3411741840810780e-01 4.7425803956070318e+00
1.9359660086208747e+14 9.3626819850403697e-01 5.2234892142461407e+00
1.9361596245833331e+14 9.3636520888618335e-01 5.2420416214601779e+00
1.9363532405457916e+14 9.3646590584519185e-01 5.2605949385037638e+00
1.9413643547569444e+14 9.3923828327783265e-01 5.7420024042744693e+00
1.9465690849305556e+14 9.4092291117409210e-01 6.2413774987975543e+00
1.9517738151041666e+14 9.4396050742448456e-01 6.7423906513999032e+00
1.9569785452777778e+14 9.4477314705874715e-01 7.2420798523317567e+00
1.9621832754513888e+14 9.4811925255056129e-01 7.7434874532421327e+00
1.9673880056250000e+14 9.4824020085057525e-01 8.2439784989660776e+00
1.9725927357986109e+14 9.5156077276047435e-01 8.7452824768087591e+00
1.9777974659722222e+14 9.5151222275600855e-01 9.2467154586963396e+00
1.9830021961458331e+14 9.5428885862718882e-01 9.7478908047285646e+00
1.9882069263194444e+14 9.5454641797157180e-01 1.0249903198099894e+01
1.9934116564930553e+14 9.5651976931962657e-01 1.0751356219555522e+01
1.9986163866666666e+14 9.5715633136632894e-01 1.1253346970326378e+01
("port 4","mode 1",1,"port 1",1,"transmission")
(27, 3)
1.8737028625000000e+14 3.9601096696830623e-01 -6.5052344311620502e-01
1.8789075926736112e+14 3.9011494773832250e-01 -2.2262419531509078e-01
1.8841123228472222e+14 3.8308539203106451e-01 2.1085785437834345e-01
1.8893170530208334e+14 3.7658121423660518e-01 6.3986598811046558e-01
1.8945217831944444e+14 3.7020096755128101e-01 1.0733490513293837e+00
1.8997265133680556e+14 3.6337568907991213e-01 1.5045305123082215e+00
1.9049312435416666e+14 3.5727668711593930e-01 1.9370910743337997e+00
1.9101359737152778e+14 3.5061853710855978e-01 2.3707622079978679e+00
1.9153407038888888e+14 3.4435313058894529e-01 2.8024408347395640e+00
1.9205454340625000e+14 3.3827145267872460e-01 3.2379190624833045e+00
1.9257501642361109e+14 3.3159507227898560e-01 3.6696755848138003e+00
1.9309548944097222e+14 3.2619533656758160e-01 4.1056469608371362e+00
1.9359660086208747e+14 3.1941283054918085e-01 4.5227392396402291e+00
1.9361596245833331e+14 3.1920220963542695e-01 4.5387304280266232e+00
1.9363532405457916e+14 3.1899759089341906e-01 4.5547270663445243e+00
1.9413643547569444e+14 3.1426764433321569e-01 4.9739617281821538e+00
1.9465690849305556e+14 3.0733068893685989e-01 5.4091938151701102e+00
1.9517738151041666e+14 3.0244730630527505e-01 5.8432303156098335e+00
1.9569785452777778e+14 2.9599972001738140e-01 6.2803833519113850e+00
1.9621832754513888e+14 2.9083165484822976e-01 6.7138364648087876e+00
1.9673880056250000e+14 2.8510765897240536e-01 7.1517410989073253e+00
1.9725927357986109e+14 2.7958910787713814e-01 7.5859045578621691e+00
1.9777974659722222e+14 2.7449778413657988e-01 8.0230813264965590e+00
1.9830021961458331e+14 2.6886723232885662e-01 8.4591264919412517e+00
1.9882069263194444e+14 2.6406058064274052e-01 8.8946517721312901e+00
1.9934116564930553e+14 2.5871166924053535e-01 9.3328690714599585e+00
1.9986163866666666e+14 2.5380051223933098e-01 9.7669456347122079e+00
("port 4","mode 1",1,"port 2",1,"transmission")
(27, 3)
1.8737028625000000e+14 1.6098976831213764e-03 4.9560634362888306e-01
1.8789075926736112e+14 1.3257640064083950e-03 8.3477382285484458e-01
1.8841123228472222e+14 1.0119216190287909e-03 1.1030720509540166e+00
1.8893170530208334e+14 7.1669395944314344e-04 1.2679485096954191e+00
1.8945217831944444e+14 5.6596266418162651e-04 1.2030580144560856e+00
1.8997265133680556e+14 5.8259780021645302e-04 1.1942235722354542e+00
1.9049312435416666e+14 6.8673715790066214e-04 1.3861507699744340e+00
1.9101359737152778e+14 7.7119992333271820e-04 1.8053523252278134e+00
1.9153407038888888e+14 8.2106545251287499e-04 2.3065307964740707e+00
1.9205454340625000e+14 8.7056338278392823e-04 2.9052733595066051e+00
1.9257501642361109e+14 9.0362251731947933e-04 3.5203655291930707e+00
1.9309548944097222e+14 9.7572970311996421e-04 4.1234300552903385e+00
1.9359660086208747e+14 1.0267635436449428e-03 4.6832866229764365e+00
1.9361596245833331e+14 1.0282330973417873e-03 4.7034132556907968e+00
1.9363532405457916e+14 1.0297057413609274e-03 4.7234201355230629e+00
